date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:03:27	91125/91125	---M--	200	added ('OK')	image/jpeg	etag:%222ee219e-163f5-5586fc9b1a1b2%22	http://themesground.com/bigshop/V2/assets/images/products/p11.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p11.jpg	(from http://themesground.com/bigshop/V2/)
08:03:29	51840/51840	---M--	200	added ('OK')	image/jpeg	etag:%222ee2176-ca80-5586fc71df116%22	http://themesground.com/bigshop/V2/assets/images/banners/home-banner2.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/banners/home-banner2.jpg	(from http://themesground.com/bigshop/V2/)
08:03:35	56144/56144	---M--	200	added ('OK')	image/jpeg	etag:%222ee21a9-db50-5586fcb51a44f%22	http://themesground.com/bigshop/V2/assets/images/products/p21.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p21.jpg	(from http://themesground.com/bigshop/V2/)
08:03:37	59877/59877	---M--	200	added ('OK')	image/jpeg	etag:%222ee2183-e9e5-5586fc811b686%22	http://themesground.com/bigshop/V2/assets/images/blog-post/post1.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/blog-post/post1.jpg	(from http://themesground.com/bigshop/V2/)
08:03:38	53155/53155	---M--	200	added ('OK')	image/jpeg	etag:%222ee2184-cfa3-5586fc8344228%22	http://themesground.com/bigshop/V2/assets/images/blog-post/post2.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/blog-post/post2.jpg	(from http://themesground.com/bigshop/V2/)
08:03:43	29526/29526	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Apr%202019%2002:03:41%20GMT	http://themesground.com/bigshop/V2/contact-us.html	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/contact-us.51.delayed	(from http://themesground.com/bigshop/V2/)
08:03:44	4368/4368	---M--	200	added ('OK')	image/png	etag:%222ee2196-1110-5586fc91185f3%22	http://themesground.com/bigshop/V2/assets/images/payments/1.png	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/payments/1.png	(from http://themesground.com/bigshop/V2/)
08:03:45	4386/4386	---M--	200	added ('OK')	image/png	etag:%222ee2197-1122-5586fc91542f8%22	http://themesground.com/bigshop/V2/assets/images/payments/2.png	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/payments/2.png	(from http://themesground.com/bigshop/V2/)
08:03:47	4355/4355	---M--	200	added ('OK')	image/png	etag:%222ee2198-1103-5586fc9192af4%22	http://themesground.com/bigshop/V2/assets/images/payments/3.png	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/payments/3.png	(from http://themesground.com/bigshop/V2/)
08:03:48	5263/5263	---M--	200	added ('OK')	image/png	etag:%222ee2199-148f-5586fc91d0f09%22	http://themesground.com/bigshop/V2/assets/images/payments/4.png	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/payments/4.png	(from http://themesground.com/bigshop/V2/)
08:03:49	4306/4306	---M--	200	added ('OK')	image/png	etag:%222ee219a-10d2-5586fc920955e%22	http://themesground.com/bigshop/V2/assets/images/payments/5.png	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/payments/5.png	(from http://themesground.com/bigshop/V2/)
08:03:51	169783/169783	---M--	200	added ('OK')	image/jpeg	etag:%222ee2174-29737-5586fc72163e3%22	http://themesground.com/bigshop/V2/assets/images/banners/home-banner.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/banners/home-banner.jpg	(from http://themesground.com/bigshop/V2/)
08:03:53	102942/102942	---M--	200	added ('OK')	image/jpeg	etag:%222ee21b2-1921e-5586fcc9d5543%22	http://themesground.com/bigshop/V2/assets/images/products/p3.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p3.jpg	(from http://themesground.com/bigshop/V2/)
08:03:54	1501/1501	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:09%20GMT	http://themesground.com/bigshop/V2/assets/js/bootstrap-hover-dropdown.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/bootstrap-hover-dropdown.min.js	(from http://themesground.com/bigshop/V2/)
08:03:56	31819/31819	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:14%20GMT	http://themesground.com/bigshop/V2/assets/js/bootstrap.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/bootstrap.min.js	(from http://themesground.com/bigshop/V2/)
08:03:57	1583/1583	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:14%20GMT	http://themesground.com/bigshop/V2/assets/js/echo.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/echo.min.js	(from http://themesground.com/bigshop/V2/)
08:03:57	144602/144602	---M--	200	added ('OK')	image/jpeg	etag:%222ee219c-234da-5586fc97c1ea8%22	http://themesground.com/bigshop/V2/assets/images/products/p1.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p1.jpg	(from http://themesground.com/bigshop/V2/)
08:03:57	23890/23890	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:16%20GMT	http://themesground.com/bigshop/V2/assets/js/owl.carousel.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/owl.carousel.min.js	(from http://themesground.com/bigshop/V2/)
08:03:58	7044/7044	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:15%20GMT	http://themesground.com/bigshop/V2/assets/js/jquery.easing-1.3.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/jquery.easing-1.3.min.js	(from http://themesground.com/bigshop/V2/)
08:03:59	20355/20355	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:11%20GMT	http://themesground.com/bigshop/V2/assets/js/bootstrap-slider.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/bootstrap-slider.min.js	(from http://themesground.com/bigshop/V2/)
08:03:59	6324/6324	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:15%20GMT	http://themesground.com/bigshop/V2/assets/js/jquery.rateit.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/jquery.rateit.min.js	(from http://themesground.com/bigshop/V2/)
08:04:00	7800/7800	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:15%20GMT	http://themesground.com/bigshop/V2/assets/js/lightbox.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/lightbox.min.js	(from http://themesground.com/bigshop/V2/)
08:04:01	6139/6139	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202017%2011:46:17%20GMT	http://themesground.com/bigshop/V2/assets/js/wow.min.js	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/js/wow.min.js	(from http://themesground.com/bigshop/V2/)
